Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering
OsmarTerra,OsmarTerra,,1,0,1,1,0,1,0,0,0,0,223,182,3078,0
armandoradio,armandoradio,,0,1,1,0,1,1,1,1,1,0,224,183,3081,0
mundo_china,mundo_china,,1,0,1,1,0,1,0,0,0,0,224,183,3080,0
medicinaufmg,medicinaufmg,,0,1,1,0,1,1,1,1,1,0,225,184,3083,0
saudecomciencia,saudecomciencia,,2,0,2,2,0,2,0,0,0,0,225,184,3082,0
CaioAPrado,CaioAPrado,,0,2,2,0,2,2,1,1,1,0,45,0,3084,0
saraalvesdagrac,saraalvesdagrac,,0,1,1,0,1,1,1,1,1,0,41,0,3085,0
MDSouza16,MDSouza16,,0,1,1,0,1,1,1,1,1,0,25,0,3086,0
JessyTolkien,JessyTolkien,,0,1,1,0,1,1,1,1,1,0,25,0,3087,0
ValterdeSantan7,ValterdeSantan7,,0,1,1,0,1,1,1,1,1,0,25,0,3088,0
airton_fernand,airton_fernand,,0,1,1,0,1,1,1,1,1,0,25,0,3089,0
GercinoGer,GercinoGer,,0,1,1,0,5,5,2,0.6,0.666667,0,62,0,3090,0
TERESAJESUSDEO1,TERESAJESUSDEO1,,0,1,1,0,1,1,1,1,1,0,25,0,3091,0
renatarecreio,renatarecreio,,0,1,1,0,1,1,1,1,1,0,62,0,3092,0
LUDMILOV,LUDMILOV,,0,1,1,0,1,1,1,1,1,0,25,0,3093,0
cinthia_ruol,cinthia_ruol,,0,1,1,0,1,1,1,1,1,0,213,0,3094,0
sagraca1,sagraca1,,0,1,1,0,1,1,1,1,1,0,62,0,3095,0
Criscsilvaa,Criscsilvaa,,0,1,1,0,1,1,2,0.6,0.666667,0,8,0,3096,0
leticiamnl,leticiamnl,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3097,0
VGNoticias,VGNoticias,,1,3,4,2,3,5,2,0.8,0.875,0,0,0,118,0.166667
assembleiamt,assembleiamt,,2,0,2,2,0,2,0,0,0,0,0,0,117,0.5
adrianslima_adv,adrianslima_adv,,0,1,1,0,1,1,1,1,1,0,25,0,3098,0
EsterlaineAvila,EsterlaineAvila,,0,1,1,0,1,1,1,1,1,0,25,0,3099,0
jt_rebelo,jt_rebelo,,0,1,1,0,2,2,1,1,1,0,8,0,3100,0
Alecrimdesigner,Alecrimdesigner,,0,1,1,0,1,1,1,1,1,0,25,0,3101,0
eflos,eflos,,0,1,1,0,1,1,1,1,1,0,213,0,3102,0
BrunoEnglerDM,BrunoEnglerDM,,1,0,1,1,0,1,0,0,0,0,76,0,214,0
DeputadoBarto,DeputadoBarto,,1,0,1,1,0,1,0,0,0,0,76,0,213,0
Josegarcian,Josegarcian,,0,2,2,0,2,2,1,1,1,0,80,0,3103,0
augus7rn,augus7rn,,0,1,1,0,1,1,1,1,1,0,213,0,3104,0
SilMarq,SilMarq,,0,1,1,0,1,1,1,1,1,0,213,0,3105,0
_evso,_evso,,0,1,1,0,1,1,1,1,1,0,213,0,3106,0
amulhercanhota,amulhercanhota,,0,1,1,0,1,1,2,0.6,0.666667,0,8,0,3107,0
educacaobahia,educacaobahia,,0,1,1,0,1,1,1,1,1,0,220,178,3108,0
guilhermemafra1,guilhermemafra1,,0,1,1,0,1,1,1,1,1,0,213,0,3109,0
RMSA19747868,RMSA19747868,,0,1,1,0,1,1,1,1,1,0,25,0,3110,0
DrTedros,DrTedros,,3,0,3,3,0,3,0,0,0,0,5,0,338,0.333333
SupositorioMent,SupositorioMent,,0,3,3,0,3,3,1,1,1,0,4,0,3111,0.166667
HermPantaleao,HermPantaleao,,0,1,1,0,1,1,1,1,1,0,213,0,3112,0
PedroDeMenezes3,PedroDeMenezes3,,0,1,1,0,1,1,1,1,1,0,25,0,3113,0
CaldasHeleno,CaldasHeleno,,0,1,1,0,1,1,1,1,1,0,19,0,3114,0
EnasRocha1,EnasRocha1,,0,1,1,0,1,1,1,1,1,0,25,0,3115,0
MRao1802,MRao1802,,0,1,1,0,1,1,1,1,1,0,0,0,3116,0
POLEMMICODVJ,POLEMMICODVJ,,0,1,1,0,1,1,1,1,1,0,25,0,3117,0
EAMNewlink,EAMNewlink,,0,1,1,0,1,1,1,1,1,0,29,0,3118,0
Virology_FAMERP,Virology_FAMERP,,4,2,6,4,2,6,2,0.666667,0.75,0,76,0,638,0.5
sandraschulzcar,sandraschulzcar,,0,1,1,0,1,1,1,1,1,0,25,0,3119,0
CarmoBarbosa9,CarmoBarbosa9,,0,1,1,0,1,1,1,1,1,0,25,0,3120,0
F4810_0,F4810_0,,0,1,1,0,1,1,1,1,1,0,25,0,3121,0
schifter71,schifter71,,1,1,2,1,1,2,0,0,0,0,226,185,3122,0
emiliomoreno,emiliomoreno,,0,1,1,0,1,1,1,1,1,0,102,0,3123,0
lenyopc,lenyopc,,0,1,1,0,1,1,1,1,1,0,25,0,3124,0
MarlySLuz1,MarlySLuz1,,0,1,1,0,1,1,1,1,1,0,25,0,3125,0
paulaceolin,paulaceolin,,0,1,1,0,1,1,1,1,1,0,25,0,3126,0
ClaudioLuz_,ClaudioLuz_,,0,1,1,0,1,1,1,1,1,0,25,0,3127,0
PatriotaPaulis2,PatriotaPaulis2,,0,1,1,0,1,1,1,1,1,0,25,0,3128,0
Lilian14876478,Lilian14876478,,0,1,1,0,1,1,1,1,1,0,25,0,3129,0
varjao_erick,varjao_erick,,0,1,1,0,1,1,1,1,1,0,25,0,3130,0
dfdguimaraes,dfdguimaraes,,0,1,1,0,1,1,1,1,1,0,25,0,3131,0
Capriollirx,Capriollirx,,0,1,1,0,1,1,1,1,1,0,25,0,3132,0
FabioORibeiro,FabioORibeiro,,0,1,1,0,1,1,1,1,1,0,213,0,3133,0
JoaoRLSoares1,JoaoRLSoares1,,0,1,1,0,1,1,1,1,1,0,25,0,3134,0
BernardoVaz14,BernardoVaz14,,0,1,1,0,1,1,1,1,1,0,25,0,3135,0
marcii1972,marcii1972,,0,1,1,0,1,1,1,1,1,0,25,0,3136,0
ElisaNunesSL,ElisaNunesSL,,1,0,1,1,0,1,0,0,0,0,147,0,745,0
suzetesouza5,suzetesouza5,,0,1,1,0,1,1,1,1,1,0,25,0,3137,0
hercules_nesher,hercules_nesher,,0,1,1,0,1,1,1,1,1,0,25,0,3138,0
KarlaKarioca,KarlaKarioca,,0,1,1,0,1,1,1,1,1,0,25,0,3139,0
AhmedCassio,AhmedCassio,,0,1,1,0,1,1,1,1,1,0,25,0,3140,0
leo1554,leo1554,,0,1,1,0,1,1,1,1,1,0,25,0,3141,0
USAemPortugues,USAemPortugues,,0,2,2,0,3,3,1,1,1,0,227,186,3144,0
PowerUSAID,PowerUSAID,,1,0,1,2,0,2,0,0,0,0,227,186,3143,0
USAID,USAID,,1,0,1,1,0,1,0,0,0,0,227,186,3142,0
Mabianchi0627,Mabianchi0627,,0,1,1,0,1,1,1,1,1,0,25,0,3145,0
sangriaman,sangriaman,,1,0,1,1,0,1,0,0,0,0,92,59,1376,0
92minut0,92minut0,,1,0,1,1,0,1,0,0,0,0,92,59,1375,0
Carlosrj20001,Carlosrj20001,,0,1,1,0,1,1,1,1,1,0,25,0,3146,0
ahkbar2,ahkbar2,,0,1,1,0,1,1,1,1,1,0,102,0,3147,0
BiaCerqueira_,BiaCerqueira_,,1,0,1,2,0,2,0,0,0,0,76,0,211,0
msoares,msoares,,0,1,1,0,1,1,1,1,1,0,102,0,3148,0
csnunes1,csnunes1,,0,1,1,0,1,1,1,1,1,0,25,0,3149,0
WFKLS,WFKLS,,0,1,1,0,1,1,1,1,1,0,25,0,3150,0
leandrinocm,leandrinocm,,0,1,1,0,1,1,1,1,1,0,213,0,3151,0
rvcastrovix,rvcastrovix,,0,1,1,0,1,1,1,1,1,0,25,0,3152,0
Carla44886931,Carla44886931,,0,1,1,0,1,1,1,1,1,0,25,0,3153,0
idalina_zanetti,idalina_zanetti,,0,1,1,0,1,1,1,1,1,0,25,0,3154,0
RosineideSena,RosineideSena,,0,1,1,0,1,1,1,1,1,0,213,0,3155,0
biellkl,biellkl,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3156,0
FAssisSantos,FAssisSantos,,0,1,1,0,1,1,1,1,1,0,74,0,3157,0
WuYH802,WuYH802,,0,1,1,0,1,1,1,1,1,0,228,187,3159,0
taiwan_no_br,taiwan_no_br,,1,0,1,1,0,1,0,0,0,0,228,187,3158,0
DeLuCa,DeLuCa,,0,1,1,0,1,1,1,1,1,0,102,0,3160,0
FranzWines,FranzWines,,0,1,1,0,1,1,1,1,1,0,25,0,3161,0
EdisonPotiguar,EdisonPotiguar,,0,1,1,0,1,1,1,1,1,0,25,0,3162,0
NinaFerrari2,NinaFerrari2,,0,1,1,0,1,1,1,1,1,0,25,0,3163,0
LRoger_Arq,LRoger_Arq,,0,2,2,0,2,2,1,1,1,0,213,0,3164,0
nyctoaroace,nyctoaroace,,0,1,1,0,1,1,1,1,1,0,213,0,3165,0
maricotinhajdv,maricotinhajdv,,0,1,1,0,1,1,1,1,1,0,229,0,3166,0
zeca_dirceu,zeca_dirceu,,6,0,6,6,0,6,0,0,0,0,229,0,333,0
DPonchio,DPonchio,,0,1,1,0,1,1,1,1,1,0,213,0,3167,0
RafaelZambelli,RafaelZambelli,,0,1,1,0,1,1,1,1,1,0,213,0,3168,0
HodenikVania,HodenikVania,,0,1,1,0,1,1,1,1,1,0,213,0,3169,0
MIGUXAHEOLI,MIGUXAHEOLI,,0,1,1,0,1,1,1,1,1,0,25,0,3170,0
DomBaruque,DomBaruque,,0,1,1,0,1,1,1,1,1,0,25,0,3171,0
alessandrapesi,alessandrapesi,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,3172,0
AlexAlcantara8,AlexAlcantara8,,0,1,1,0,1,1,1,1,1,0,25,0,3173,0
otaviodecarva12,otaviodecarva12,,0,1,1,0,1,1,1,1,1,0,25,0,3174,0
FlavioRoMart,FlavioRoMart,,0,1,1,0,1,1,1,1,1,0,25,0,3175,0
MDilza,MDilza,,0,1,1,0,1,1,1,1,1,0,25,0,3176,0
VALERIAMINCHER2,VALERIAMINCHER2,,0,1,1,0,1,1,1,1,1,0,25,0,3177,0
carolaf88,carolaf88,,2,0,2,2,0,2,0,0,0,0,0,0,114,0.5
GeovaniGSo,GeovaniGSo,,0,1,1,0,1,1,1,1,1,0,25,0,3178,0
SuspensoTuiter,SuspensoTuiter,,0,1,1,0,1,1,1,1,1,0,25,0,3179,0
ElainePrudente,ElainePrudente,,0,1,1,0,1,1,1,1,1,0,25,0,3180,0
adriano_c4,adriano_c4,,0,1,1,0,1,1,1,1,1,0,25,0,3181,0
silasribasv2,silasribasv2,,0,1,1,0,1,1,1,1,1,0,25,0,3182,0
Miguelsantos38,Miguelsantos38,,0,1,1,0,1,1,1,1,1,0,25,0,3183,0
CidadaoRenan,CidadaoRenan,,0,1,1,0,1,1,1,1,1,0,25,0,3184,0
Roberto81728361,Roberto81728361,,0,1,1,0,1,1,1,1,1,0,25,0,3185,0
DePratavieira,DePratavieira,,0,1,1,0,1,1,1,1,1,0,25,0,3186,0
crazyfogo,crazyfogo,,0,1,1,0,1,1,1,1,1,0,213,0,3187,0
AngelaAugusta5,AngelaAugusta5,,0,1,1,0,1,1,1,1,1,0,25,0,3188,0
DanniCristtin,DanniCristtin,,0,1,1,0,1,1,1,1,1,0,76,0,3189,0
SidneidaCostaM1,SidneidaCostaM1,,0,1,1,0,1,1,1,1,1,0,213,0,3190,0
IbiunaCamara,IbiunaCamara,,0,1,1,0,1,1,1,1,1,0,76,0,3191,0
Gabriel80383146,Gabriel80383146,,0,1,1,0,1,1,1,1,1,0,213,0,3192,0
drrondojr,drrondojr,,1,0,1,1,0,1,0,0,0,0,0,0,113,0
justaliberdade,justaliberdade,,1,2,3,1,2,3,1,1,1,0,10,0,336,0.333333
joao_jb22,joao_jb22,,2,0,2,2,0,2,0,0,0,0,10,0,335,0.5
ddsilva01,ddsilva01,,0,1,1,0,1,1,1,1,1,0,230,188,3194,0
GProgramadora,GProgramadora,,2,0,2,2,0,2,0,0,0,0,230,188,3193,0
Rsregina16,Rsregina16,,0,1,1,0,1,1,1,1,1,0,25,0,3195,0
PauloAr53904944,PauloAr53904944,,0,1,1,0,1,1,1,1,1,0,25,0,3196,0
EmmanueldeMesq1,EmmanueldeMesq1,,0,1,1,0,1,1,1,1,1,0,25,0,3197,0
franklinpercus1,franklinpercus1,,0,1,1,0,1,1,1,1,1,0,25,0,3198,0
bonnieximena,bonnieximena,,0,1,1,0,1,1,1,1,1,0,25,0,3199,0
cenouraaaaa,cenouraaaaa,,0,1,1,0,1,1,1,1,1,0,230,188,3200,0
CamaradaMarta,CamaradaMarta,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,3201,0
Jeffrey50858142,Jeffrey50858142,,0,1,1,0,1,1,1,1,1,0,71,0,3202,0
EliOliv98248502,EliOliv98248502,,0,1,1,0,1,1,1,1,1,0,25,0,3203,0
DiegoRi66068907,DiegoRi66068907,,0,1,1,0,1,1,1,1,1,0,25,0,3204,0
TelmaRo38433072,TelmaRo38433072,,0,1,1,0,1,1,1,1,1,0,25,0,3205,0
tuninhobrasil,tuninhobrasil,,0,1,1,0,1,1,1,1,1,0,25,0,3206,0
edgard_couto,edgard_couto,,0,1,1,0,1,1,1,1,1,0,213,0,3207,0
